lat,lon,name,type,address
13.0241278,80.2137538,Mutton Shop,department_store,"West Jones Road, Chennai"
13.0247616,80.2172408,Mallika Wine Shop,alcohol,"West Jones Road, Chennai"
13.0241933,80.2139135,Electrical Shop,electronics,"West Jones Road, Chennai"
13.0216028,80.2160848,Tea Shop & Mill,tea,"West Perumal Koil Mada Street, Chennai"
13.0294749,80.1590885,Muthu Stores,department_store,", Chennai"
13.029866,80.1592223,Raja Stores,department_store,", Chennai"
12.9546233,80.2609733,ration shop,seafood,", Chennai"
12.9039785,80.2277141,Firstcry.com Store Chennai Sholinganallur,baby_goods,"Old Mahabalipuram Road, Chennai"
12.9040718,80.2300565,Sri Lakshmi Fashion,clothes,", Chennai"
13.0283782,80.183588,Unnamed Clothing Shop,clothes,", Chennai"
12.9741201,80.2205985,Unnamed Clothing Shop,clothes,", Chennai"
13.0202968,80.1846474,Unnamed Clothing Shop,clothes,", Chennai"
12.9745005,80.2201156,Unnamed Clothing Shop,clothes,", Chennai"
13.0144325,80.1934711,Bike Repair Shop,motorcycle_repair,"Mount Poonamallee Highway, Chennai"
13.0619879,80.24497,Unnamed Clothing Shop,clothes,", Chennai"
12.9968586,80.240442,Hair Dresser,hairdresser,", Chennai"
12.9969526,80.2405195,Raja Stores,convenience,", Chennai"
12.9968575,80.2405059,Taylor,tailor,", Chennai"
12.9704153,80.1906815,Unnamed Clothing Shop,clothes,"Medavakkam Main Road, Chennai"
12.9667921,80.1887501,Unnamed Clothing Shop,clothes,"Medavakkam Main Road, Chennai"
13.0143187,80.2362976,gurunath stores,supermarket,"sardar patel road anna university ceg campus, chennai"
13.0379675,80.2297373,Saravana Stores Super Market,supermarket,"Ramanathan Street, t.nagar"
13.0355387,80.2305444,Unnamed Clothing Shop,clothes,"South Usman Road, Chennai"
13.0404833,80.2320175,Unnamed Clothing Shop,clothes,"South Usman Road, Chennai"
12.9274589,80.1288049,Perin department store,department_store,", Chennai"
12.9266443,80.1276586,Amman maligai grocery shop,department_store,", Chennai"
12.9856682,80.2307424,Sri Ayyanaar Store,supermarket,"Gandhi Road, Chennai"
12.9851109,80.2319505,Corner Shop,coffee,", Chennai"
13.0253907,80.2112536,Akshya Garment,clothes,"Manickkam Street, Chennai"
13.0378581,80.192773,Unnamed Clothing Shop,clothes,"Anna Main Road, Chennai"
13.1011642,80.1392897,Ration store,supermarket,", Chennai"
12.926071,80.126482,"Antony Xerox , courier shop",copyshop,", Chennai"
12.9283338,80.1165141,viveks home needs shop,mall,", Chennai"
12.9227546,80.1457988,Sekar stores,department_store,", Chennai"
12.9223878,80.1450497,Kidzon toy shop,toys,", Chennai"
12.922642,80.1376479,Max,clothes,", Chennai"
12.9229027,80.1331375,Maatram clothes shop,clothes,", Chennai"
12.9227612,80.1459374,R trends,clothes,", Chennai"
12.9227733,80.1487792,Track & Trial cycle shop,bicycle,", Chennai"
12.9225305,80.1501455,Track & Trial cycle shop,bicycle,", Chennai"
12.9222699,80.1391627,Fast track shop,clothes,", Chennai"
12.9227273,80.1276092,Captain's corner tea shop,beverages,", Chennai"
12.8990267,80.228054,Poorvika mobile store,mobile_phone,", Chennai"
12.9240814,80.1260489,Amma Fish Shop,seafood,", Chennai"
12.8045973,80.2238387,Cotton Store,clothes,", Chennai"
12.8047166,80.2238771,Javith Readymade,clothes,", Chennai"
12.804874,80.2238995,N.N.Fancy store,stationery,"Rajiv Gandhi Salai, Chennai"
12.8053487,80.2240073,Modern Gift shop,gift,", Chennai"
12.805545,80.2240715,New Fashion Tailor & Ready Mades & Matirl,tailor,", Chennai"
12.8055747,80.2240759,DEEN Stores,greengrocer,", Chennai"
12.8057696,80.224179,Unique Men's Wear,clothes,", Chennai"
12.9738976,80.219757,Linga,clothes,", Chennai"
12.9856544,80.257857,Jeyam Tea Store,tea,", Chennai"
12.9873422,80.2573546,Bombay Dyeing,clothes,", Chennai"
12.9758447,80.2170382,Sivaram Provision Store,department_store,"4th Street, Sri Devi Karumari Amman Nagar Main Rd, Devi Karumariamman Nagar Extension,Velachery, chennai"
12.9856166,80.2583309,Raj vegetable shop,greengrocer,", Chennai"
12.9897506,80.2561854,Sathya Mobile Store,electronics,", Chennai"
13.0819234,80.1674791,Meltin,clothes,"Next to BSNL Office, Bus Stand Rd, Mogappair West, Mogappair, Chennai"
13.0817772,80.1678479,Megamart,clothes,"4th Block, Mogappair West, Ambattur Industrial Estate, Chennai"
13.0811313,80.1647166,Van Heusen,clothes,"Mogappair West Main Road, Ambattur Industrial Estate, Chennai"
13.0811966,80.1649232,Allen Solly,clothes,"Mogappair West Main Road, Ambattur Industrial Estate, Chennai"
13.0812008,80.1650007,Louis Philippe,clothes,"Mogappair West Main Road, Ambattur Industrial Estate, Chennai"
13.0811454,80.1647809,Peter England,clothes,"Mogappair West Main Road, Ambattur Industrial Estate, Chennai"
12.9288196,80.1481084,Vairam Galaxy Hardware Shop,doityourself,", Chennai"
12.8854146,80.1521473,Ration Shop,convenience,", Chennai"
12.8984997,80.1416452,Unnamed Clothing Shop,clothes,", Chennai"
12.928422,80.1154953,Dolphin Tailors,tailor,", Chennai"
12.9284198,80.1155617,Vasanth & co shop,trade,", Chennai"
12.926688,80.1275611,Amman department store,department_store,", Chennai"
12.928532,80.1300965,Jeyaraj hardware store,hardware,", Chennai"
12.9340072,80.1296286,Tea shop,beverages,", Chennai"
12.9285894,80.1301343,Tea shop,beverages,", Chennai"
13.0856813,80.1983389,Leo Coffee Outlet,coffee,", Chennai"
12.836451,80.2282658,Fabzee,clothes,", Chennai"
12.8355498,80.2283055,Vegtable shop,greengrocer,", Chennai"
12.9831066,80.2222149,Embroidery Materials Shop,tailor,", Chennai"
13.0833309,80.1920607,Ratna Provisional Store,general,", Chennai"
12.9857012,80.2292678,Odd Man Out,clothes,", Chennai"
12.9859103,80.2277952,Singapore Shoppe,toys,", Chennai"
12.9857757,80.2284236,99,clothes,", Chennai"
13.0118217,80.1294692,vasanthi tea shop,tea,"Kundrathur Main Road, chennai"
13.0119237,80.1298641,Arthi tea shop,tea,"Periyapenichery Kundrathur Main Road, chennai"
13.033781,80.1611156,KL tea shop,tea,"Mount Poonamallee Highway, chennai"
13.0290771,80.2218425,happy tailor,tailor,"Old Mambalam Road, Chennai"
13.0282223,80.2239617,Get in,clothes,"Reddy Kuppam Street, Chennai"
13.0289592,80.219874,Bai tea shop,tea,"Kodambakkam Rd, chennai"
12.9287702,80.2029123,ரிலையன்ஸ் ட்ரெண்ட்ஸ்,clothes,"Velachery Tambaram Road, Chennai"
12.9840555,80.1666816,Ramraj Cotton,clothes,", Chennai"
13.0364069,80.2203874,Shopnova,electronics,"Postal Colony 2nd Street, Chennai"
13.0359783,80.2205815,Kennith Parker,clothes,"Aryagowda Road, Chennai"
12.8330918,80.2288247,Altex,clothes,", Chennai"
13.0875159,80.195352,Brand Factory,clothes,", Chennai"
12.9774665,80.2513951,Nathan Stores,department_store,", Chennai"
13.0226213,80.2529458,Jyothi Panipuri Shop,coffee,", Chennai"
13.0291608,80.2540668,Lemon Tea Shop,tea,", Chennai"
12.9810752,80.1768835,Thamarai Tea Shop,tea,", Chennai"
13.0836963,80.2127994,New Raja Thread Stores,stationery,", Chennai"
13.0468551,80.2453836,Cho Chweet - Pet Shop,pet,"North Boag Road, Chennai"
12.9539892,80.1421922,Unnamed Clothing Shop,clothes,", Chennai"
12.9499581,80.1393702,Europa,clothes,", Chennai"
12.9501646,80.1395606,Levi's,clothes,", Chennai"
12.9501967,80.1395814,Aurelia,clothes,", Chennai"
12.9502594,80.1396257,Jockey,clothes,", Chennai"
12.9505286,80.1398362,Biba,clothes,", Chennai"
12.9505613,80.1398617,Manyavar,clothes,", Chennai"
13.0328232,80.2675671,Thangavel Nadar Stores,kitchen,", Chennai"
12.9991464,80.2562764,Unnamed Clothing Shop,clothes,", Chennai"
12.916395,80.2501093,Fabindia,clothes,"East Coast Road SH49, Chennai"
13.0618204,80.2646318,Fabindia,clothes,"Woods Road, Chennai"
13.059148,80.2511782,Unnamed Clothing Shop,clothes,", Chennai"
13.0492663,80.2590084,Unnamed Clothing Shop,clothes,", Chennai"
13.0269705,80.177095,Lokeshwari Maligai Store,department_store,"No: 2/3, Shanthi Nagar, Kanniappan Street, Shanthi Nagar Main Road, Park Dugar, Ramapuram, Chennai, Tamil Nadu 600089, Chennai"
13.0822583,80.1697177,Lenovo Exclusive Store & Showroom in Mogappair Chennai,computer,"1st Avenue, bus stand street, Chennai"
13.060752,80.2513915,Mayori Conscious Clothing Store,clothes,"Khader Nawaz Khan Road, Chennai"
13.0344102,80.2123786,Jockey,clothes,", Chennai"
13.0578367,80.2429517,Velan stores,kitchen,", Chennai"
13.0547698,80.2493684,ColorPlus,clothes,", Chennai"
13.0554705,80.2456105,Rajendran Store,supermarket,", Chennai"
13.0556349,80.246428,AA Guru Silks KanithaMohan,clothes,", Chennai"
13.0530208,80.2461701,My Father Shop,tea,", Chennai"
13.0530365,80.2463632,Dell Store,computer,", Chennai"
13.0571524,80.242978,S.T.M.S. General Store,general,", Chennai"
13.0573093,80.2429926,Jyothi,clothes,", Chennai"
13.0577067,80.2427165,Selvam Thread Store,art,", Chennai"
13.0575579,80.2427311,Nadaraja Store,general,", Chennai"
13.0594531,80.2437025,Kerala Coffee Store,coffee,", Chennai"
13.0549147,80.2474962,M. K. R. Store,general,", Chennai"
12.9738235,80.1893655,Aavin Milk Shop,dairy,", Chennai"
12.9122673,80.1428736,Sri Rajeswari Stores,supermarket,"IAF Road, Indira Nagar, Selaiyur, Chennai"
12.9103631,80.143275,Murugan Stores Super Market,supermarket,", Selaiyur, Chennai"
12.911734,80.1371327,Jaisons store,convenience,"IAF Road, Selaiyur, Chennai"
12.911734,80.1370679,Stationary shop,stationery,", Chennai"
12.9114573,80.1368299,Vegetable shop,greengrocer,", Chennai"
12.9117774,80.1386614,Selvam stores,convenience,"IAF Road, Indira Nagar, Selaiyur, Chennai"
13.0532639,80.2343032,TASMAC Wine shop,wine,"North Usman Road, சென்னை - Chennai"
13.1233266,80.148998,Max,clothes,", Chennai"
13.1209097,80.1602145,Kumar' s Convenience Store,convenience,", Chennai"
13.1192353,80.1610258,Anthoniyar Store,convenience,", Chennai"
13.1214544,80.1480943,Singapore Shopping,supermarket,", Chennai"
13.1183049,80.1495051,Mi Store - Ambattur,mobile_phone,", Chennai"
12.9711192,80.1905537,Grocery Shop,grocery,", Chennai"
12.9738142,80.1879659,Grocery shop,grocery,", Chennai"
12.973811,80.1879219,Stationery Store,stationery,", Chennai"
12.9739255,80.1918753,Wine Shop,alcohol,"Medavakkam Main Road, Chennai"
12.9706196,80.1907966,Aavin Milk Shop,dairy,", Chennai"
12.9754711,80.1893454,Aavin Milk Shop,dairy,", Chennai"
12.9754659,80.1894155,Ration Shop,convenience,", Chennai"
12.9490996,80.1388667,Nalli,clothes,"Grand Southern Trunk Road, Chennai"
13.0285011,80.2088729,Sri Ram Hardware Stores,hardware,"No.1, 2 & 4, T.N.H.B Shopping Complex, Chidambaram Rd, Pari Nagar, West Jafferkhanpet, Chennai, Tamil Nadu 600083, Chennai"
13.1011255,80.1935917,Saravana Store Furniture Padi,furniture,"15, Madras Thiruvallur High Rd, AP Block, Sector A, Padi, Chennai, Tamil Nadu 600098, Chennai"
13.027309,80.2095476,Samrat Provision Stores,general,"T-232, Gandhi St, Pari Nagar, West Jafferkhanpet, Chennai, Tamil Nadu 600083"
13.0279813,80.2095824,Parvathi Store,convenience,", Chennai"
13.0296657,80.2103726,Rajan Store,wholesale,"16/1, Pillaiyar Koil St, West Jafferkhanpet, Chennai, Tamil Nadu 600083, Chennai"
13.0311642,80.2117579,DiDi Designer Studio,clothes,"1/1, 2nd Street, Vaigai Colony, 12th Avenue, Ashok Nagar, Behind KFC & McD, Chennai, Tamil Nadu 600083, Chennai"
12.9983201,80.2513463,Dhanyam organic shop,supermarket,"Indira Nagar 3rd Ave, Chennai"
12.9761125,80.2211935,Dhanyam Organic store,supermarket,"Velachery Main Road, Chennai"
13.0445056,80.2443029,Dhanyam organic store,supermarket,"Doctor Shivaji Ganesan Road, chennai"
13.0838561,80.212224,Dhanyam Organic shop,supermarket,"4th Street, Chennai"
12.942059,80.2534825,Dhanyam organic store,supermarket,"East Coast Road SH49, Chennai"
13.0408878,80.2377814,OnePlus Experience Store,mobile_phone,"Sir Thyagaraya Road, Chennai"
12.9957551,80.267817,Fashion Folks,clothes,", Chennai"
12.9720719,80.1911414,C K Selvam Super Store,supermarket,Ullagaram Madipakkam
12.9788023,80.1938843,Hot Spot,clothes,", Chennai"
12.9716922,80.2196138,Reliance Trends,clothes,", Chennai"
12.9656699,80.1885475,Co-optex,clothes,"Ayyappan Kovil Street, Chennai"
12.9716144,80.2188896,Sri Kannan Super Stores,supermarket,", Chennai"
12.9607206,80.1873102,Pantaloons,clothes,"Medavakkam Main Road, Chennai"
12.9601195,80.1872347,Van Heusen,clothes,"Medavakkam Main Road, Chennai"
12.9599543,80.1872299,Jockey,clothes,"Medavakkam Main Road, Chennai"
12.9598054,80.1872276,Peter England,clothes,", Chennai"
12.9585742,80.1872999,Government Organic Fertilizer Store,agrarian,", Chennai"
12.9699385,80.219036,Chennai Silks,clothes,", Chennai"
12.9763379,80.1929001,Sikandar Meat Shop,butcher,"Medavakkam Main Road, Chennai"
12.9712979,80.1893649,Unnamed Clothing Shop,tailor,", Chennai"
13.0492567,80.221429,Pooja Garments,clothes,"Rangarajapuram Main Rd, Kodambakkam, chennai"
12.8344094,80.2285874,baqala store,supermarket,"Rajiv Gandhi Salai, Egattur,, Chennai"
13.0350391,80.2282667,Saravana furniture store,furniture,", Chennai"
12.9458986,80.2540379,Unnamed Clothing Shop,clothes,", Chennai"
13.1176474,80.2811957,L & G Sari Collections,clothes,", Chennai"
12.9739345,80.1894826,Grocery shop,general,", Chennai"
12.9739606,80.1899332,Grocery shop,general,", Chennai"
13.116797,80.2898362,Mahalakshmi Fashions,fashion_accessories,"P.A.N Rajarathinam Road, Chennai"
12.845187,80.226299,A to Z Shopping Bazar,stationery,"Rajiv Gandhi Street, Chennai"
12.9777191,80.1832049,Nellai Stores,kitchen,", Chennai"
12.9774212,80.1832317,Poomani Stores,department_store,", Chennai"
12.9753635,80.1832183,Cycle Brand Agarbathi,perfumery,", Chennai"
12.9874294,80.2181113,Eco Fertilizer distribution shop,farm,"Velachery Bypass Road, Chennai"
13.1255155,80.2014918,Venkateshwara fruit shop,supermarket,", Chennai"
13.1251682,80.2014414,Senthur cottons,clothes,", Chennai"
13.0893247,80.2865607,Alisons,tailor,", Chennai"
13.0886323,80.2848749,Jothi Stores - House of Travelling Goods,bag,", Chennai"
13.0890096,80.2849822,Mahesh Socks Company,clothes,", Chennai"
13.0901027,80.2842316,Rose Paper Stores,stationery,", Chennai"
13.0906267,80.2848873,Mabel Fishing Shop,fishing,", Chennai"
13.1240749,80.2015939,appu sports shop,sports,", Chennai"
13.0167774,80.2738022,The Cake Shop,bakery,", Chennai"
13.0927702,80.2909179,Mark One,clothes,", Chennai"
13.0937912,80.2863338,Lakshmi Cycle Stores,bicycle,", Chennai"
13.0940064,80.2880383,Star Provision Store,general,", Chennai"
13.0963331,80.2893064,B.V.V. Stores,general,", Chennai"
13.0963318,80.2893317,Habeeb Textiles,tailor,", Chennai"
13.0962183,80.2894052,Senthil Textiles,tailor,", Chennai"
13.0961915,80.289404,Amma Dresses,clothes,", Chennai"
13.0960404,80.2893888,Chank,clothes,", Chennai"
13.0958776,80.2893856,Petchi,clothes,", Chennai"
13.0958509,80.2893818,Sri Selvi Fancy Store,fashion_accessories,", Chennai"
13.0957,80.2893658,Kamals,clothes,", Chennai"
13.0963936,80.2890375,Hi-Fashion,clothes,", Chennai"
13.0964042,80.2889895,Mahalaxmi Impex,clothes,", Chennai"
13.0964081,80.2889633,City Style,clothes,", Chennai"
13.0961663,80.2888796,J.P.M. Textiles,clothes,", Chennai"
13.0961326,80.2888764,J.P.R. Designer Sarees,clothes,", Chennai"
13.096064,80.2888715,Kibs,clothes,", Chennai"
13.0961566,80.2887616,New Saree Palace,clothes,", Chennai"
13.0961964,80.2887619,J.P.R. Textiles,clothes,", Chennai"
13.0962337,80.2887667,VGPSS Lungi,clothes,", Chennai"
13.096892,80.2868266,Numa Designs,clothes,", Chennai"
13.0977202,80.2866672,Attidude,clothes,", Chennai"
13.0989084,80.2867466,Snipes Mens Wear,clothes,", Chennai"
13.098403,80.2871525,Atlas Tools Center,clothes,", Chennai"
13.0961493,80.2912192,Colors,clothes,", Chennai"
13.0962141,80.2907605,Sasma Shoppe,general,", Chennai"
13.0964147,80.2907759,Noora,clothes,", Chennai"
13.0967116,80.2908168,Ajwa General Store,general,", Chennai"
13.0965838,80.2906999,Afrin Tailor,tailor,", Chennai"
13.0964722,80.290681,Panka and Co.,clothes,", Chennai"
13.0962116,80.2906321,Rahman Exports,clothes,", Chennai"
13.0962321,80.2905129,Fashion Elite,clothes,", Chennai"
13.0962399,80.2904662,Pick Nick,clothes,", Chennai"
13.0962456,80.2904436,Sowmitya Fashion,clothes,", Chennai"
13.0963228,80.2902165,Jesima Fashion Park,clothes,", Chennai"
13.0962924,80.2902543,Rich World,clothes,", Chennai"
13.0962846,80.2902986,Nellai Readymades,clothes,", Chennai"
13.096384,80.2902221,Dawood Lungies,clothes,", Chennai"
13.0964208,80.2902304,Shark Menswear,clothes,", Chennai"
13.0964786,80.290243,Innerzone,clothes,", Chennai"
13.0967558,80.2875278,De Cloth,clothes,", Chennai"
13.0963838,80.2897915,Barakath Lungi Co.,clothes,", Chennai"
13.0963919,80.2896776,Balan Stores,general,", Chennai"
13.096336,80.2900172,Asma Fashions,clothes,", Chennai"
13.0963325,80.2900449,MCB Collections,clothes,", Chennai"
13.0965528,80.2901083,errie Way,clothes,", Chennai"
13.0966724,80.2901378,T. V. E. & Co. Lungies,clothes,", Chennai"
13.0964806,80.289051,Majuma Fashion,clothes,", Chennai"
13.0964765,80.2890805,Majitha Dresses,clothes,", Chennai"
13.0964731,80.2891069,Ily Silly,clothes,", Chennai"
13.096471,80.2891308,Madaam Collections,clothes,", Chennai"
13.0964926,80.2891419,Label Surplus Store,clothes,", Chennai"
13.0965265,80.2891701,Mrs India,clothes,", Chennai"
13.0965079,80.2891671,Mr India,clothes,", Chennai"
13.0964704,80.2891567,Madras Street Fashion,clothes,", Chennai"
13.0964925,80.2890029,Fareeda Collection,clothes,", Chennai"
13.0965061,80.2889233,Aishwarya Sarees,clothes,", Chennai"
13.0965237,80.2888255,Alfa,clothes,", Chennai"
13.0965416,80.2887498,Lamis,clothes,", Chennai"
13.0966321,80.2884945,Smart Tailors,tailor,", Chennai"
13.0967012,80.2884867,ICollections,clothes,", Chennai"
13.0966826,80.2884834,Happy Enterprises,clothes,", Chennai"
13.0966666,80.2884807,Inbha Textiles,clothes,", Chennai"
13.0968403,80.2885156,C. K. Tex Tailors,tailor,", Chennai"
13.09702,80.2885814,Chennai Fashions,clothes,", Chennai"
12.9985702,80.2674529,Fashion Park,clothes,", Chennai"
12.9921881,80.2170918,Allen Solly,clothes,", Chennai"
12.9921573,80.2170765,Puma,clothes,", Chennai"
12.9918673,80.2169276,Ed Hardy,clothes,", Chennai"
12.9918017,80.2169019,Pepe Jeans,clothes,", Chennai"
12.9916821,80.2168761,Jockey,clothes,", Chennai"
12.9912766,80.2169865,Max,clothes,", Chennai"
12.9924058,80.2170618,Reebok,clothes,", Chennai"
12.9923397,80.2170174,Nike,clothes,", Chennai"
12.9922579,80.2169647,Levi's,clothes,", Chennai"
12.9919643,80.2167549,Om Book SHop,books,", Chennai"
12.9918755,80.216526,Fully Filmy,clothes,", Chennai"
13.040472,80.2315653,Nalli,clothes,"North Usman Road, Chennai"
13.0407611,80.2317183,Pothys Womens World,clothes,", Chennai"
13.0407815,80.2315892,Beracha Convenience Stores,convenience,", Chennai"
13.0407868,80.2313436,Go Colors,clothes,", Chennai"
13.0534883,80.2507796,Diadem,clothes,", Chennai"
12.9915648,80.2166876,Columbia,clothes,", Chennai"
12.9915038,80.2166975,Indian Terrain,clothes,", Chennai"
12.9914537,80.2167031,Flying Machine,clothes,", Chennai"
12.9914025,80.2167063,Peter England,clothes,", Chennai"
12.9913345,80.2167234,Spykar,clothes,", Chennai"
12.9912916,80.2167385,Basics Life,clothes,", Chennai"
12.9924841,80.2171197,Brooks Brothers,clothes,", Chennai"
12.9923597,80.2170313,Vero Moda,clothes,", Chennai"
12.9922892,80.2169939,Promod,clothes,", Chennai"
12.9921653,80.2169028,Tommy Hilfiger,clothes,", Chennai"
12.9921275,80.216883,Lacoste,clothes,", Chennai"
12.9920958,80.216864,Gas,clothes,", Chennai"
12.9914842,80.2165452,Zara,clothes,", Chennai"
12.9913159,80.2165806,Lifestyle,clothes,", Chennai"
12.9911925,80.2166268,M&S Outlet,department_store,", Chennai"
12.9910089,80.2167046,Pantaloons,clothes,", Chennai"
12.9909115,80.2169397,Zodiac,clothes,", Chennai"
12.9913115,80.2169617,ONLY,clothes,", Chennai"
12.9914474,80.2169306,The Body Shop,cosmetics,", Chennai"
12.9918621,80.2169972,Calvin Klein,clothes,", Chennai"
12.9921067,80.2170419,Superdry,clothes,", Chennai"
12.9921753,80.217083,Kenneth Cole,clothes,", Chennai"
12.9922623,80.2171416,Diesel,clothes,", Chennai"
12.9925058,80.2171391,Tailorman,tailor,", Chennai"
12.9924572,80.2171026,Arrow,clothes,", Chennai"
12.9924232,80.2170736,Van Heusen,clothes,", Chennai"
12.9923897,80.2170478,U.S. Polo Assn.,clothes,", Chennai"
12.9923169,80.2170038,Louis Philippe,clothes,", Chennai"
12.9922759,80.2169817,Celio,clothes,", Chennai"
12.9915372,80.2166938,Label by Ritu Kumar,clothes,", Chennai"
12.9910343,80.217116,TRENDS,clothes,", Chennai"
12.9915097,80.2169313,Blackberrys,clothes,", Chennai"
12.9912973,80.2169686,Park Avenue,clothes,", Chennai"
12.9912615,80.2169929,Avirate,clothes,", Chennai"
12.9912351,80.2170068,Scarves & Glitters,clothes,", Chennai"
12.9912182,80.2170168,AND,clothes,", Chennai"
12.9911791,80.2170315,Tommy Hilfiger Kids,clothes,", Chennai"
12.9925024,80.217015,RmKV,clothes,", Chennai"
